"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"20568252094615552","","","2010-12-30 19:53:48 +0000","<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","listening to Senda by Heroes del Silencio on @Grooveshark:   http://t.co/uRGvJFl","","","","http://tinysong.com/CwBC"
"19763280532733953","","","2010-12-28 14:35:07 +0000","<a href=""http://www.tweets60.com/"" rel=""nofollow"">Tweets60</a>","RT @bunburyoficial: Alicia (Expulsada Al País De Las Maravillas) http://fb.me/QVZT6Mrz","18933409137041408","106876550","2010-12-26 07:37:31 +0000",""
"18827583319707649","","","2010-12-26 00:37:00 +0000","<a href=""http://www.tweets60.com/"" rel=""nofollow"">Tweets60</a>","O todo el mundo esta loco o DIOS es sordo. Sacame de Aqui","","","",""
"9423754199310336","","","2010-11-30 01:49:32 +0000","<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","Buncando motivos para vivir!!!","","","",""
"9396018416189440","","","2010-11-29 23:59:20 +0000","<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","http://www.hechizoinfinito.com/","","","",""
"9385112076558337","","","2010-11-29 23:15:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @bunburyoficial: El Rescate http://fb.me/yqDakFvI","9266217575522304","106876550","2010-11-29 15:23:33 +0000",""
"9371046159327232","","","2010-11-29 22:20:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GLOBO ME VAS A MATAR, Junto a mi cráter en el estomago","","","",""
"9085561906135040","","145741959","2010-11-29 03:25:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rosalesmanu @CotyPonce les recomiendo un disco para la batalla 
Janis Joplin / Janis - Disc 1/2/3","","","",""
"9084857086902272","9084156587810816","145741959","2010-11-29 03:22:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rosalesmanu @CotyPonce el NO faltaba, bueno vos nunca te equivocaste en una nota? o vos coty sabes lo que es una nota no?","","","",""
"9083307379654656","9082538572120065","145741959","2010-11-29 03:16:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rosalesmanu @CotyPonce  vos manu deja de robar cunas eh!! lo mio es mas sano y desvirgo a nenas inocentes JAJAJAJAJA","","","",""
"9081009890918400","9079142951682048","61871136","2010-11-29 03:07:36 +0000","<a href=""http://www.tweets60.com/"" rel=""nofollow"">Tweets60</a>","@CotyPonce se se...MR","","","",""
"9079585798885376","","","2010-11-29 03:01:56 +0000","<a href=""http://www.tweets60.com/"" rel=""nofollow"">Tweets60</a>","y x fin sonreir, y tirarme en mi jardin","","","",""
